Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Average Charges
-1.887029088623284,-0.9443115262653572,0.707521911992976,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.5471149893120582,-1.2395040756535771,0.32718938968958156,-0.9915636347739862,1.408012269782,1.2428745792677225,-1.0269875536081858,-0.9242665895369795,-1.1126316462328174,-1.1215013874311341,0.8289391504586738,-0.3639232943754246,-0.9596491092068434,1,1.6620589061112212,1.2672997958068408,-0.9831814487903576,True,False,False,False,False,False,True,True,False,False,4.006817448045839
-1.8859569229239301,-0.9055687812195301,0.6914671941023556,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,1.8277693346647275,-1.2395040756535771,0.32718938968958156,-0.9915636347739862,-0.9178374556366102,-1.0289980595185069,-1.0269875536081858,-0.9242665895369795,-1.1126316462328174,-1.1215013874311341,0.8289391504586738,0.19617817640187488,-0.94045745447498,1,1.6620589061112212,0.38480164022867486,-1.4382150807216563,True,False,False,False,False,True,False,False,True,False,3.926686641588822
-1.8854208400742531,-0.9101568343059877,0.6977093307144442,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,1.8277693346647275,-0.9950403079957154,0.32718938968958156,1.1168958389879344,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,-0.9242665895369795,1.1466885201862331,1.137564140044012,0.8289391504586738,1.1584890119510036,-0.645369218442638,1,1.6620589061112212,1.2672997958068408,0.8208831179558507,True,False,False,False,False,True,False,False,True,False,-130.1228418791157
-1.8832765086755456,-0.904410774210487,0.6876251305115287,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.8277693346647275,-0.18016108246950976,0.32718938968958156,1.1168958389879344,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,1.3969629310430347,1.1466885201862331,1.137564140044012,0.8289391504586738,1.3296772953043026,0.336515544511356,1,1.6620589061112212,1.1744052531144022,0.5087875599955362,True,False,False,False,False,True,False,False,True,False,0.41046544304703714
-1.8805960944271611,-0.913735499426406,0.7105301147562103,0.9906579693175857,-0.440327089412664,-0.9656081041070596,1.8277693346647275,0.6754621043330061,0.32718938968958156,1.1168958389879344,-0.9178374556366102,1.2428745792677225,1.2454405385795932,-0.9242665895369795,1.1466885201862331,1.137564140044012,0.8289391504586738,1.2931128075977727,1.214588896927247,1,1.6620589061112212,1.4066416098454986,0.7938179205175578,True,False,False,True,False,False,False,False,True,False,0.724927704294911
-1.8779156801787766,-0.9026835359079718,0.6903325129984417,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.5471149893120582,-0.9135523854430948,0.32718938968958156,-0.9915636347739862,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,1.3969629310430347,-1.1126316462328174,-1.1215013874311341,-1.2063611658909752,-0.3190486958265014,-0.7742621363716934,1,1.6620589061112212,0.8957216250370867,1.2886035611863491,True,False,False,False,True,False,False,True,False,False,-8.956431479807067
-1.8768435144794229,-0.920011701971192,0.7613826468605628,0.9906579693175857,2.271039016322759,-0.9656081041070596,-0.5471149893120582,-1.2802480369298874,-3.0563338283944432,0.06266610210697406,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,-0.9242665895369795,-1.1126316462328174,1.137564140044012,0.8289391504586738,-0.8359375902233565,-0.9898704505662146,1,1.6620589061112212,1.9175615946539106,0.8724761505725964,True,False,False,False,False,True,False,True,False,False,3.5321226917777153
-1.875771348780069,-0.9027095951374305,0.6321101158809248,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.5471149893120582,-1.2802480369298874,0.32718938968958156,-0.9915636347739862,0.2450874070726948,0.10693825987460784,0.10922649248570376,0.23634817075302758,0.017028436976707882,0.008031376306438917,-1.2063611658909752,-1.4841262359300234,-0.9984736061356706,1,1.6620589061112212,1.5459834238841565,0.3641579111846587,True,False,False,False,False,False,True,False,False,True,3.5628210533566347
-1.8736270173813614,-0.8890423436376061,0.6824643709482237,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.8277693346647275,0.5939741817803856,0.32718938968958156,1.1168958389879344,-0.9178374556366102,1.2428745792677225,-1.0269875536081858,-0.9242665895369795,1.1466885201862331,1.137564140044012,0.8289391504586738,1.1485168789401314,1.087901916323693,1,1.6620589061112212,0.8492743536908675,1.1735764720736044,True,False,False,False,False,True,False,False,True,False,0.6825091201342819
-1.8730909345316844,-0.8930798955017608,0.6973056104360486,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.5471149893120582,-1.2802480369298874,-3.0563338283944432,0.06266610210697406,-0.9178374556366102,1.2428745792677225,-1.0269875536081858,-0.9242665895369795,-1.1126316462328174,-1.1215013874311341,-1.2063611658909752,-1.150059780065818,-0.9940396721114126,1,1.6620589061112212,1.7782197806152529,-1.2572165728530729,True,False,False,False,False,True,False,True,False,False,3.546999590081346
