Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Average Charges,CLTV per Month,High Monthly Charge,Loyal Customer
-1.887029088623284,-0.9443115262653572,0.707521911992976,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.5471149893120582,-1.2395040756535771,0.3271893896895815,-0.9915636347739862,1.408012269782,1.2428745792677225,-1.0269875536081858,-0.9242665895369796,-1.1126316462328174,-1.121501387431134,0.8289391504586738,-0.3639232943754246,-0.9596491092068434,1,1.6620589061112212,1.2672997958068408,-0.9831814487903576,1,0,0,0,0,0,1,1,0,0,4.006817448045839,4.105071891187557,0,0
-1.88595692292393,-0.90556878121953,0.6914671941023556,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,1.8277693346647277,-1.2395040756535771,0.3271893896895815,-0.9915636347739862,-0.9178374556366102,-1.0289980595185069,-1.0269875536081858,-0.9242665895369796,-1.1126316462328174,-1.121501387431134,0.8289391504586738,0.1961781764018748,-0.94045745447498,1,1.6620589061112212,0.3848016402286748,-1.4382150807216565,1,0,0,0,0,1,0,0,1,0,3.926686641588822,6.004971217282815,1,0
-1.8854208400742527,-0.9101568343059876,0.6977093307144442,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,1.8277693346647277,-0.9950403079957154,0.3271893896895815,1.1168958389879344,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,-0.9242665895369796,1.1466885201862331,1.137564140044012,0.8289391504586738,1.1584890119510036,-0.645369218442638,1,1.6620589061112212,1.2672997958068408,0.8208831179558507,1,0,0,0,0,1,0,0,1,0,-130.1228418791157,165.51090617052523,1,0
-1.8832765086755456,-0.904410774210487,0.6876251305115287,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.8277693346647277,-0.1801610824695097,0.3271893896895815,1.1168958389879344,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,1.3969629310430347,1.1466885201862331,1.137564140044012,0.8289391504586738,1.3296772953043026,0.336515544511356,1,1.6620589061112212,1.1744052531144022,0.5087875599955362,1,0,0,0,0,1,0,0,1,0,0.4104654430470371,0.6205945449968396,1,0
-1.8805960944271607,-0.913735499426406,0.7105301147562103,0.9906579693175857,-0.440327089412664,-0.9656081041070596,1.8277693346647277,0.6754621043330061,0.3271893896895815,1.1168958389879344,-0.9178374556366102,1.2428745792677225,1.2454405385795932,-0.9242665895369796,1.1466885201862331,1.137564140044012,0.8289391504586738,1.2931128075977727,1.214588896927247,1,1.6620589061112212,1.4066416098454986,0.7938179205175578,1,0,0,1,0,0,0,0,1,0,0.724927704294911,0.47379043576373403,1,1
-1.8779156801787769,-0.9026835359079718,0.6903325129984417,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.5471149893120582,-0.9135523854430948,0.3271893896895815,-0.9915636347739862,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,1.3969629310430347,-1.1126316462328174,-1.121501387431134,-1.2063611658909752,-0.3190486958265014,-0.7742621363716934,1,1.6620589061112212,0.8957216250370867,1.2886035611863491,1,0,0,0,1,0,0,1,0,0,-8.956431479807067,14.906178357739531,0,0
-1.8768435144794229,-0.920011701971192,0.7613826468605628,0.9906579693175857,2.271039016322759,-0.9656081041070596,-0.5471149893120582,-1.2802480369298874,-3.0563338283944432,0.062666102106974,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,-0.9242665895369796,-1.1126316462328174,1.137564140044012,0.8289391504586738,-0.8359375902233565,-0.9898704505662146,1,1.6620589061112212,1.9175615946539104,0.8724761505725964,1,0,0,0,0,1,0,1,0,0,3.5321226917777153,-3.113228410555728,0,0
-1.875771348780069,-0.9027095951374304,0.6321101158809248,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.5471149893120582,-1.2802480369298874,0.3271893896895815,-0.9915636347739862,0.2450874070726948,0.1069382598746078,0.1092264924857037,0.2363481707530275,0.0170284369767078,0.0080313763064389,-1.2063611658909752,-1.4841262359300234,-0.9984736061356706,1,1.6620589061112212,1.5459834238841563,0.3641579111846587,1,0,0,0,0,0,1,0,0,1,3.5628210533566347,-1.2994128885754295,0,0
-1.8736270173813612,-0.8890423436376061,0.6824643709482237,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.8277693346647277,0.5939741817803856,0.3271893896895815,1.1168958389879344,-0.9178374556366102,1.2428745792677225,-1.0269875536081858,-0.9242665895369796,1.1466885201862331,1.137564140044012,0.8289391504586738,1.1485168789401314,1.087901916323693,1,1.6620589061112212,0.8492743536908675,1.1735764720736044,1,0,0,0,0,1,0,0,1,0,0.6825091201342819,0.7362581436311477,1,1
-1.8730909345316844,-0.8930798955017608,0.6973056104360486,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.5471149893120582,-1.2802480369298874,-3.0563338283944432,0.062666102106974,-0.9178374556366102,1.2428745792677225,-1.0269875536081858,-0.9242665895369796,-1.1126316462328174,-1.121501387431134,-1.2063611658909752,-1.150059780065818,-0.9940396721114126,1,1.6620589061112212,1.7782197806152529,-1.2572165728530729,1,0,0,0,0,1,0,1,0,0,3.546999590081346,4.486085207325123,0,0
-1.8714826859826537,-0.897612572725621,0.7516516439620492,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.5471149893120582,-0.6283446565089229,0.3271893896895815,-0.9915636347739862,-0.9178374556366102,-1.0289980595185069,-1.0269875536081858,-0.9242665895369796,1.1466885201862331,1.137564140044012,0.8289391504586738,-0.0032644838155611,-0.5251015154562936,1,1.6620589061112212,0.7099325396522097,-1.1667173189187812,1,0,0,0,0,0,1,1,0,0,-1.412872234053862,-3.1392453770728372,0,0
-1.8677301060349156,-0.8845731857855516,0.7136347283321958,0.9906579693175857,-0.440327089412664,-0.9656081041070596,1.8277693346647277,-1.1172721918246462,0.3271893896895815,-0.9915636347739862,-0.9178374556366102,-1.0289980595185069,-1.0269875536081858,-0.9242665895369796,-1.1126316462328174,-1.121501387431134,0.8289391504586738,0.1629377330323022,-0.8675512258671538,1,1.6620589061112212,0.3383543688824555,-1.6471245734484794,1,0,0,0,0,1,0,0,1,0,7.3977574083750275,14.045312429321507,0,0
-1.8666579403355616,-0.8737557553322407,0.7377318693576299,0.9906579693175857,-0.440327089412664,-0.9656081041070596,1.8277693346647277,0.0643026851883519,0.3271893896895815,1.1168958389879344,-0.9178374556366102,1.2428745792677225,1.2454405385795932,-0.9242665895369796,1.1466885201862331,1.137564140044012,0.8289391504586738,1.3811999825271402,0.5585210769498317,1,1.6620589061112212,0.2919070975362363,-1.23522609993446,1,0,0,0,0,1,0,0,1,0,0.5247765365272841,-1.1605966207967044,1,1
-1.8661218574858849,-0.8825882054166748,0.7446164357123805,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,1.8277693346647277,-0.8728084241667845,0.3271893896895815,1.1168958389879344,-0.9178374556366102,-1.0289980595185069,1.2454405385795932,-0.9242665895369796,1.1466885201862331,1.137564140044012,0.8289391504586738,1.0986562138857725,-0.5196749096355597,1,1.6620589061112212,0.5241434542673327,1.0763109187797395,1,0,0,1,0,0,0,0,1,0,-4.0857651635435515,8.462124254133707,1,0
-1.858616697590408,-0.934615049854202,0.662255644865902,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,1.8277693346647277,-1.2395040756535771,0.3271893896895815,-0.9915636347739862,-0.9178374556366102,-1.0289980595185069,-1.0269875536081858,-0.9242665895369796,1.1466885201862331,-1.121501387431134,0.8289391504586738,0.526920587929123,-0.9437663604632324,1,1.6620589061112212,1.453088881191718,1.001881625824434,1,0,0,0,0,1,0,0,1,0,3.9405022978745152,-4.183150633618332,1,0
